/home/graham/Projects/GitTests/OpenField/TestSampleData/sampleVid.mp4
parse	hand	none	mouse
mouse	3.5895577e-05	2.6747927e-07	0.9999639
mouse	9.930465e-05	1.2879545e-05	0.9998878
mouse	0.000101857026	5.1748702e-05	0.99984634
mouse	6.0786824e-05	7.870072e-06	0.99993134
mouse	5.7391662e-05	7.332078e-06	0.99993527
mouse	5.7756588e-05	7.6425595e-06	0.99993455
mouse	4.3920078e-05	1.7823419e-05	0.99993825
mouse	7.1459785e-05	5.2947533e-05	0.99987555
mouse	6.508796e-05	5.5593202e-05	0.99987936
mouse	5.772243e-05	5.3774547e-05	0.99988854
mouse	6.6717854e-05	2.5869604e-05	0.9999074
mouse	6.0461385e-05	2.4281235e-05	0.99991524
mouse	7.0609465e-05	3.293882e-05	0.9998964
mouse	6.835174e-05	3.7723883e-05	0.9998939
mouse	6.977403e-05	3.41302e-05	0.99989605
mouse	3.6883033e-05	2.5124138e-05	0.999938
mouse	3.3034106e-05	1.438421e-05	0.99995255
mouse	3.3825057e-05	1.6691494e-05	0.99994946
mouse	3.2593547e-05	1.51668355e-05	0.9999522
mouse	0.00012747076	0.00011365913	0.9997589
mouse	0.00021130739	0.00040196386	0.99938667
mouse	0.00031765384	0.0005403077	0.99914205
mouse	0.00034956582	0.0006011149	0.99904937
mouse	0.0003306308	0.000558699	0.99911064
mouse	0.00011440034	0.000120019686	0.9997656
mouse	7.666891e-05	5.026919e-05	0.99987304
mouse	7.5452794e-05	3.976629e-05	0.9998847
mouse	7.248399e-05	4.2143874e-05	0.9998853
mouse	0.000111092326	4.0153325e-05	0.9998487
mouse	6.3403706e-05	1.7949587e-05	0.9999187
mouse	3.2737327e-05	3.242e-06	0.999964
mouse	3.3065036e-05	3.490604e-06	0.9999634
mouse	3.3046683e-05	3.7252726e-06	0.9999633
mouse	3.9487957e-05	9.040629e-06	0.9999515
mouse	3.9250095e-05	1.24937205e-05	0.99994826
mouse	3.9665672e-05	1.6025617e-05	0.9999443
mouse	3.9727027e-05	1.6128553e-05	0.9999441
mouse	2.2673985e-05	5.168421e-06	0.9999721
mouse	2.7665217e-05	3.821914e-06	0.9999685
mouse	2.7795344e-05	1.3102654e-06	0.9999709
mouse	2.5890724e-05	1.1779638e-06	0.99997294
mouse	2.8298111e-05	1.3620463e-06	0.9999703
mouse	2.1872547e-05	2.788001e-07	0.9999778
mouse	3.464359e-05	3.229726e-07	0.9999651
mouse	3.2888373e-05	3.615486e-07	0.99996674
mouse	3.4702545e-05	4.1867477e-07	0.99996483
mouse	2.9716051e-05	1.6719735e-06	0.99996865
mouse	7.479851e-05	1.8872675e-05	0.9999063
mouse	0.00020278753	6.6726985e-05	0.9997305
mouse	0.00022003452	6.2079096e-05	0.9997179
mouse	0.00022372071	7.165992e-05	0.99970454
mouse	0.00011168035	1.1388287e-05	0.99987686
mouse	0.000107126754	3.7399109e-06	0.99988914
mouse	0.00010398869	3.7147981e-06	0.99989223
mouse	0.0001102381	3.8880485e-06	0.9998859
mouse	5.545672e-05	1.8947918e-05	0.9999256
mouse	1.671538e-05	2.0365148e-06	0.9999813
mouse	1.8896113e-05	5.8390174e-06	0.9999753
mouse	1.8291672e-05	4.8999373e-06	0.99997675
mouse	2.1002192e-05	4.9764126e-06	0.999974
mouse	3.7277423e-05	9.527302e-06	0.99995315
mouse	8.527965e-05	8.166782e-05	0.999833
mouse	7.282539e-05	8.368915e-05	0.9998435
mouse	7.324969e-05	7.975352e-05	0.99984694
mouse	7.910945e-05	7.615264e-05	0.9998447
mouse	5.2804644e-05	4.8359685e-05	0.9998988
mouse	0.00015491199	0.0002758978	0.99956924
mouse	0.00015890655	0.00027297146	0.99956816
mouse	0.0001560232	0.00026827335	0.9995757
mouse	0.00023994183	0.0003869733	0.99937314
mouse	0.00027340892	0.00026517373	0.9994615
mouse	0.00028887074	0.00023343568	0.9994777
mouse	0.0002905327	0.000225597	0.9994838
mouse	0.00036374285	0.00017478739	0.9994615
mouse	0.0004184874	0.00018773298	0.9993938
mouse	0.00018302747	5.2737756e-05	0.99976426
mouse	0.00019568628	5.4238022e-05	0.9997501
mouse	0.0001751203	5.23869e-05	0.9997725
mouse	0.00021817049	0.00010869929	0.9996731
mouse	0.00023685812	4.7317848e-05	0.99971575
mouse	0.00022088378	5.0354483e-05	0.99972874
mouse	0.00021225326	4.7193505e-05	0.99974054
mouse	0.00038984924	5.917254e-05	0.999551
mouse	0.0004192847	4.405834e-05	0.99953663
mouse	0.00029607944	5.1106374e-05	0.99965286
mouse	0.00028646225	5.131652e-05	0.9996623
mouse	0.00028793843	4.5369045e-05	0.9996667
mouse	0.00026887975	7.5819466e-05	0.99965525
mouse	0.00019388786	2.9717989e-05	0.9997764
mouse	0.00020224543	2.8006854e-05	0.99976975
mouse	0.00020261001	2.8001903e-05	0.9997694
mouse	7.9681464e-05	2.1604348e-05	0.9998987
mouse	5.747125e-05	1.4751043e-05	0.99992776
mouse	6.395285e-05	9.127506e-06	0.9999269
mouse	6.7500114e-05	8.878296e-06	0.9999236
mouse	6.7067056e-05	9.325446e-06	0.9999236
mouse	5.8644793e-05	3.172827e-06	0.99993813
mouse	2.320025e-05	5.590959e-07	0.9999763
mouse	2.4455689e-05	4.786292e-07	0.9999751
mouse	2.3561188e-05	4.60891e-07	0.9999759
mouse	3.4351106e-05	5.8566447e-06	0.9999598
mouse	5.6845423e-05	2.397838e-05	0.9999192
mouse	0.00014679806	6.909812e-05	0.9997842
mouse	0.00014626513	6.647023e-05	0.9997873
mouse	0.00014613486	6.510913e-05	0.9997888
mouse	0.00013038941	2.086183e-05	0.9998487
mouse	5.9599424e-05	6.521033e-06	0.99993384
mouse	5.913215e-05	6.547083e-06	0.9999343
mouse	5.9337362e-05	6.7035676e-06	0.99993396
mouse	3.4638262e-05	1.5471574e-06	0.99996376
mouse	1.026685e-05	7.823333e-08	0.9999896
mouse	6.556093e-06	1.313341e-08	0.99999344
mouse	6.889989e-06	1.1134574e-08	0.9999931
mouse	6.9563694e-06	1.1852264e-08	0.9999931
mouse	4.5670026e-06	3.7495744e-09	0.99999547
mouse	1.1362005e-05	6.902332e-09	0.9999887
mouse	1.2225137e-05	6.816747e-09	0.9999877
mouse	1.25084935e-05	8.43226e-09	0.9999875
mouse	8.555029e-05	6.082696e-09	0.9999144
mouse	0.00011661626	1.3113793e-08	0.9998834
mouse	0.00017042887	5.714957e-08	0.99982953
mouse	0.00017537228	5.7894457e-08	0.9998246
mouse	0.00017948107	6.034773e-08	0.99982053
mouse	7.669163e-05	1.6760385e-08	0.9999232
mouse	7.8641235e-05	1.5458246e-08	0.9999213
mouse	6.7647175e-05	1.5997227e-08	0.9999323
mouse	6.797166e-05	4.3496236e-08	0.99993193
mouse	5.9806425e-05	3.9238003e-08	0.99994016
mouse	5.5576034e-05	3.4344787e-08	0.9999443
mouse	0.00013444571	5.2234645e-07	0.99986506
mouse	0.000120862605	4.233901e-07	0.99987864
mouse	5.0919778e-05	1.2420358e-07	0.999949
mouse	5.114744e-05	8.40251e-08	0.99994874
mouse	4.7312224e-05	1.0063357e-07	0.99995255
mouse	2.3606723e-05	2.6111188e-08	0.9999764
mouse	1.5482383e-05	2.487156e-08	0.9999845
mouse	1.4803852e-05	2.4164319e-08	0.9999852
mouse	1.4605064e-05	2.0014479e-08	0.99998534
mouse	1.2658859e-05	1.1705581e-08	0.99998736
mouse	7.2410485e-06	3.4794405e-09	0.9999927
mouse	1.9931718e-05	2.2731399e-08	0.9999801
mouse	1.914547e-05	2.5837782e-08	0.9999808
mouse	1.8782082e-05	2.367168e-08	0.99998116
mouse	2.4522375e-05	2.8231714e-08	0.99997544
mouse	4.7100464e-05	9.05841e-08	0.9999528
mouse	4.7263704e-05	9.749613e-08	0.9999527
mouse	4.6118814e-05	8.94036e-08	0.99995375
mouse	0.00010203694	6.3780107e-07	0.99989736
mouse	7.78051e-05	1.6119432e-07	0.99992204
mouse	5.0482653e-05	8.600923e-08	0.99994946
mouse	4.649088e-05	6.557193e-08	0.9999534
mouse	4.585726e-05	7.6154826e-08	0.9999541
mouse	2.5848341e-05	1.5232453e-07	0.999974
mouse	2.8506205e-05	1.5167357e-06	0.99996996
mouse	3.204698e-05	1.3847787e-06	0.9999666
mouse	3.1181196e-05	1.3815007e-06	0.99996746
mouse	2.6603086e-05	4.085534e-07	0.99997294
mouse	1.9809848e-05	1.9788038e-07	0.99998
mouse	2.7149841e-05	6.9038174e-07	0.9999721
mouse	2.5822954e-05	5.761998e-07	0.99997365
mouse	2.5491268e-05	5.8481453e-07	0.9999739
mouse	1.4717819e-05	6.790584e-07	0.9999846
mouse	2.8340013e-05	2.7593094e-06	0.9999689
mouse	2.7442135e-05	2.7169035e-06	0.99996984
mouse	2.7546906e-05	2.7942185e-06	0.9999696
mouse	2.5566384e-05	1.3104982e-06	0.9999732
mouse	3.618207e-05	9.531087e-07	0.9999628
mouse	3.5669964e-05	6.645241e-07	0.99996364
mouse	4.038788e-05	8.208563e-07	0.99995875
mouse	4.043583e-05	7.314005e-07	0.9999589
mouse	3.241835e-05	7.764173e-07	0.99996686
mouse	9.016247e-06	2.3776309e-07	0.9999907
mouse	8.884679e-06	2.098961e-07	0.99999094
mouse	7.555585e-06	1.9704706e-07	0.99999225
mouse	9.963038e-06	1.7722315e-06	0.9999883
mouse	1.7248325e-05	4.8316792e-06	0.99997795
mouse	2.1159713e-05	7.855132e-07	0.99997807
mouse	2.2330676e-05	8.315238e-07	0.9999769
mouse	2.3129065e-05	8.6984943e-07	0.99997604
mouse	2.9906314e-05	1.1237121e-06	0.999969
mouse	6.617017e-05	8.942062e-07	0.9999329
mouse	6.633399e-05	9.1218976e-07	0.99993277
mouse	6.874314e-05	9.96792e-07	0.99993026
mouse	2.5653037e-05	1.8363215e-07	0.99997413
mouse	1.6765172e-05	6.8995995e-08	0.9999832
mouse	2.4029187e-05	1.720992e-07	0.9999758
mouse	2.3399436e-05	1.5284876e-07	0.9999764
mouse	2.277018e-05	1.4920664e-07	0.9999771
mouse	2.9511713e-05	1.3241697e-07	0.9999703
mouse	3.0343212e-05	7.1632755e-08	0.9999696
mouse	3.0075316e-05	8.409213e-08	0.99996984
mouse	3.743299e-05	8.1041414e-08	0.99996245
mouse	2.435355e-05	5.0799795e-08	0.99997556
mouse	1.8668277e-05	5.69062e-08	0.9999813
mouse	2.2728007e-05	5.181377e-08	0.99997723
mouse	2.1939153e-05	5.1229023e-08	0.99997807
mouse	2.3252755e-05	5.4919667e-08	0.99997663
mouse	5.439788e-05	1.3341278e-07	0.9999455
mouse	7.0960436e-05	1.112249e-07	0.99992895
mouse	6.8327405e-05	1.0250239e-07	0.9999316
mouse	6.98242e-05	1.109265e-07	0.99993
mouse	3.666502e-05	9.173381e-08	0.9999633
mouse	4.226373e-05	1.0187278e-07	0.9999577
mouse	5.0155566e-05	3.5784177e-07	0.99994946
mouse	5.2402604e-05	2.626303e-07	0.9999473
mouse	4.8083e-05	2.645701e-07	0.9999516
mouse	2.5581627e-05	2.416367e-07	0.99997413
mouse	3.5054523e-05	9.646367e-08	0.99996483
mouse	3.5801466e-05	7.493731e-08	0.9999641
mouse	3.239485e-05	8.1827764e-08	0.9999676
mouse	9.113206e-06	9.395171e-09	0.9999908
mouse	1.4577608e-05	5.0027683e-08	0.99998534
mouse	1.2343045e-05	1.69237e-07	0.9999875
mouse	1.323425e-05	1.8798292e-07	0.9999865
mouse	1.2256047e-05	1.7606594e-07	0.9999876
mouse	1.8131002e-05	1.3989423e-06	0.99998045
